,Raw name,Mapped name,Score
2638,anville instruments ltd,aanderaa data instruments as,0.9041429731925265
2639,anvolia 13,aismt 13,0.7358490566037735
2640,anwaltskanzlei,anwaltskanzlei,1.0
2641,anwaltskanzlei hecht  kollegen,anwaltskanzlei,0.559322033898305
2642,anwaltskanzlei pfitzner,anwaltskanzlei,0.6346153846153846
2643,anwendungszentrum gmbh,anwendungszentrum gmbh,1.0
2644,anwendungszentrum gmbh oberpfa,anwendungszentrum gmbh,0.7655172413793103
2645,anwendungszentrum gmbh oberpfaff,anwendungszentrum gmbh,0.7702127659574468
2646,anylogic europe,aapg europe trading ltd,0.969017798286091
2647,anyshape,anyshape,1.0
2648,anyshape,anyshape,1.0
2649,anyshape sa,anyshape,1.0
2650,anytime cars,activ cars gmbh,0.7293577981651376
2651,anzenberger  leicht,anzenberger  leicht,1.0
2652,anzizu lopez  castellanos,agustin mejias lopez servicios,0.7206132879045997
2653,aoa apparatebau gauting gmbh,aoa apparatebau gauting gmbh,1.0
2654,aoc,aoc,1.0
2655,aoip,aoip,1.0
2656,aoip  socit anonyme,aoip,0.7391304347826086
2657,aoip sas,aoip,1.0
2658,aok bayern,aok bayern,1.0
2659,aom gmbh,aom gmbh,1.0
2660,aon,aon,1.0
2661,aon consulting limited,aon,1.0
2662,aon hewitt consulting shanghai,aon,0.5602555248618785
2663,aon hewitt gmbh,aon,0.6994165740593745
2664,aon hewitt ltd,aon,0.6818181818181818
2665,aosis consulting,aosis consulting,1.0
2666,aot solution gmbh,aeg power solution,0.7638238050609184
2667,aot systems gmbh,aot solution gmbh,1.0
2668,ap  c,altmann ingenieurbãro gmbh  c,0.5107296137339056
2669,ap  i design inc,activium information design,0.6641486629400213
2670,ap aerial platforms sa,ap  c,0.6069556994579427
2671,ap aufkleberproduktion gmbh,ap  c,0.949468085106383
2672,ap enna,ap  c,0.8942307692307693
2673,ap works,ap  c,0.9
2674,apc advanced powders coatings inc,apc advanced powders coatings inc,1.0
2675,apa associated enterprises ltd,apa associated enterprises ltd,0.5050916496945009
2676,apac,apac,1.0
2677,apac expo pte ltd,apac,0.40278401436910644
2678,apac gmbh,apac,1.0
2679,apaca,apaca,1.0
2680,apajh95 esat,adei esat de marlonges,0.8852459016393441
2681,aparicio lopz faustina  papeleria,aparicio lopz faustina  papeleria,1.0
2682,apartamentos,apartamentos,1.0
2683,apartamentos lux sevilla sl,abc sevilla sl,0.7230453278568285
2684,aparthotel,adagio city aparthotel,1.0
2685,aparthotel donaustern,adagio city aparthotel,0.874439461883408
2686,aparthotel kamp,adagio city aparthotel,0.8707557502738226
2687,apas,apas,1.0
2688,apave,apave,1.0
2689,apave nord ouest ass,aftpva ass fr technicien,0.2993099923332481
2690,apave nord ouest sas,abmi grand ouest,0.41231343283582084
2691,apave nordouest sas,apave,0.9489671931956257
2692,apave paris,apave,0.6083987709115739
2693,apave parisienne sas,apave,0.9506172839506173
2694,apave sudeurope,apave,0.8048780487804879
2695,apave sudeurope sas,apave,0.8131566493137719
2696,apave sudeurope sas,apave,0.8131566493137719
2697,apaya ag,apaya ag,1.0
2698,apb,apb,1.0
2699,apc organisation,apc advanced powders coatings inc,0.7206132879045997
2700,apc technology group plc,apc advanced powders coatings inc,0.5317651416929061
2701,apco technologies sa,apco technologies sa,1.0
2702,apcoa parking deutschland gmbh,aebi schmidt deutschland gmbh,0.8518057285180574
2703,apd34293103,apd34293103,1.0
2704,apd34297575,apd34297575,1.0
2705,apd34314627,apd34314627,1.0
2706,apd34314661,apd34314661,1.0
2707,apd34314694,apd34314694,1.0
2708,apd34314748,apd34314748,1.0
2709,apd34314920,apd34314920,1.0
2710,apd34314930,apd34314930,1.0
2711,apd34314952,apd34314952,1.0
2712,apd34315150,apd34315150,1.0
2713,apd34315201,apd34315201,1.0
2714,apd34315223,apd34315223,1.0
2715,apd34315227,apd34315227,1.0
2716,apd34315273,apd34315273,1.0
2717,apd34315368,apd34315368,1.0
2718,apd34315375,apd34315375,1.0
2719,apd34315418,apd34315418,1.0
2720,apd34315431,apd34315431,1.0
2721,apd34315457,apd34315457,1.0
2722,apd34315460,apd34315460,1.0
2723,apd34315472,apd34315472,1.0
2724,apd34315478,apd34315478,1.0
2725,apd34315487,apd34315487,1.0
2726,apd34315488,apd34315488,1.0
2727,apd34315489,apd34315489,1.0
2728,apd34315490,apd34315490,1.0
2729,apd34315491,apd34315491,1.0
2730,apd34315497,apd34315497,1.0
2731,apd34315501,apd34315501,1.0
2732,apd34315502,apd34315502,1.0
2733,apd34315504,apd34315504,1.0
2734,apd34315510,apd34315510,1.0
2735,apd34315511,apd34315511,1.0
2736,apd34315521,apd34315521,1.0
2737,apd34315522,apd34315522,1.0
2738,apd34315525,apd34315525,1.0
2739,apd34315531,apd34315531,1.0
2740,apd34315533,apd34315533,1.0
2741,apd34315537,apd34315537,1.0
2742,apd34315542,apd34315542,1.0
2743,apd34315644,apd34315644,1.0
2744,apd34315660,apd34315660,1.0
2745,apd34315775,apd34315775,1.0
2746,apd34315822,apd34315822,1.0
2747,apd34315854,apd34315854,1.0
2748,apd34315863,apd34315863,1.0
2749,apd34315864,apd34315864,1.0
2750,apd34315911,apd34315911,1.0
2751,apd34315916,apd34315916,1.0
2752,apd34316101,apd34316101,1.0
2753,apd34316207,apd34316207,1.0
2754,apd34316338,apd34316338,1.0
2755,apd34316347,apd34316347,1.0
2756,apd34316392,apd34316392,1.0
2757,apec,apec,1.0
2758,apedos gmbh,apedos gmbh,1.0
2759,apei,apei,1.0
2760,apei ouest 44,abmi grand ouest,0.6457476694076073
2761,apei ouest 44 esat oceanis,abmi grand ouest,0.5056291704879669
2762,apem,apem,1.0
2763,apem bauelemente gmbh,apem,0.673469387755102
2764,aperam alloys imphy,albion alloys ltd,0.6405529953917051
2765,aperian india management,aachen technical and management,0.7395443381045143
2766,aperso,aperso,1.0
2767,aperso ek,ao lieferservice ek,0.8343558282208589
2768,aperto,aperto,1.0
2769,aperto ag,aperto,1.0
2770,aperto gmbh,aperto,1.0
2771,apesd  european security  defence,aasset security gmbh,0.49363414780749476
2772,apex,apex,1.0
2773,apex defense translation,apex,0.6449065352847414
2774,apex technologies,apex,1.0
2775,apex tool,apex,0.7232142857142857
2776,apex tool group,apex,0.743455497382199
2777,apex tool group sas,apex,0.7506516072980017
2778,apf,apf,1.0
2779,apf entreprises,apf,0.5294198389458272
2780,apf entreprises 56,apf,0.5002945508100148
2781,apfelstedt  hornung,almocar hornung gmbh,0.7427184466019418
2782,apfelstedthornung kg,apfelstedthornung kg,1.0
2783,apfs llc,apfs llc,1.0
2784,aphisa aplicaciones,aphisa aplicaciones,1.0
2785,api,api,1.0
2786,api gmbh,api,1.0
2787,api microelectronics ltd,api,0.9353778751369114
2788,api microwave limited,api,0.8995002776235423
2789,api movilidad sa,api,0.9611650485436893
2790,api publications,api,0.9252336448598131
2791,api restauration,api,0.8918918918918919
2792,api restauration sa,api,0.8996399727546949
2793,api schmidt bretten gmbh co kg,api,0.8010443864229765
2794,api services inc,api,1.0
2795,api technologies corp,api,0.6420615854990173
2796,api2m groupe gtid,adecco groupe,0.8881266490765172
2797,apimosa sl,apimosa sl,1.0
2798,apis,apis,1.0
2799,apis engineering,apis,1.0
2800,apis informationstechnologien,apis,0.8659217877094972
2801,apis informationstechnologien gmbh,apis,0.8734542715460424
2802,apis sarl,apis,1.0
2803,apitzsch schmidt klebe,aebi schmidt,0.792
2804,apl data center,accessory fulfillment center llc,0.6598549769281478
2805,apleona,apleona,1.0
2806,apleona hsg,apleona,0.6460980036297641
2807,apleona hsg as,as schneider gastronomiekonzepte,0.5859383361210405
2808,apleona hsg as gmbh,as schneider gastronomiekonzepte,0.5757205044928678
2809,apleona hsg culinaress gmbh,apleona,0.6529862663685723
2810,apleona hsg event services gmbh,apleona,0.5808285126373414
2811,apleona hsg fm as,as schneider gastronomiekonzepte,0.5518611980548668
2812,apleona hsg fm as gmbh,as schneider gastronomiekonzepte,0.5456456938131937
2813,apleona hsg nord gmbh,apleona,0.470831502494249
2814,apleona hsg nordost gmbh,apleona,0.6490807354116707
2815,apleona hsg suedost gmbh,apleona,0.6490807354116707
2816,apleona rm ausbau mãnchen gmb,apleona,0.6117065127782357
2817,apleona rm ausbau mãnchen gmbh,apleona,0.6452865940312649
2818,apleona rm ausbau mnchen gmbh,apleona,0.7197506076297158
2819,apleona rm ausbau muenchen gmbh,apleona,0.6103544113488872
2820,apleona rm ausbau munchen gmbh,apleona,0.7225715905103777
2821,aplicaciones de pinturas ramos,aphisa aplicaciones,0.5588897224306076
2822,aplicaciones de pinturas ramos y,aphisa aplicaciones,0.5620462124257977
2823,aplicaciones de pinturas ramos y morales s.l,ab servicios selecta espaãâa s.l,0.3936331302602388
2824,aplicaciones oleohidraulicas sa,aphisa aplicaciones,0.8851674641148325
2825,aplicit,aplicit,1.0
2826,aplithos,aplithos,1.0
2827,aplix gmbh,aplix gmbh,1.0
2828,aplix sa,aplix gmbh,1.0
2829,aplus,aplus,1.0
2830,apm,apm,1.0
2831,apmg,apmg,1.0
2832,apmib madrid slu,ab servicos selecta espana slu,0.7873104666568527
2833,apmib madrid slu,ab servicos selecta espana slu,0.7873104666568527
2834,apn,apn,1.0
2835,apodis gmbh,apodis gmbh,1.0
2836,apodius,apodius,1.0
2837,apogaeum design,activium information design,0.961038961038961
2838,apogee consulting,apogee consulting,1.0
2839,apolonia forcini,apolonia forcini,1.0
2840,apoprojekt gmbh,apoprojekt gmbh,1.0
2841,aposteose,aposteose,1.0
2842,apotheke,alte apotheke,1.0
2843,apotheke in fischbach,advisors in special process sl,0.5928515030716198
2844,apoyo industrial canario sl,abbey industrial solutions ltd,0.9176470588235294
2845,app agence pour la,acsia  agence comptable des,0.7601382301723947
2846,app47 inc,app47 inc,1.0
2847,appaf,appaf,1.0
2848,appalette tourtellier systemes,actidyn systemes,0.8851674641148325
2849,apparatebau gauting gmbh,aoa apparatebau gauting gmbh,1.0
2850,appareo systems llc,appareo systems llc,1.0
2851,appart city,adagio city aparthotel,0.6643741403026135
2852,appartcity,appartcity,1.0
2853,appartcity,appartcity,1.0
2854,appel medical,appel medical,1.0
2855,appel medical l,advanced electronics company l,0.7181933223011778
2856,apperian arxan,apperian arxan,1.0
2857,apperian arxan,apperian arxan,1.0
2858,apperian inc,apperian arxan,1.0
2859,apperian inc,apperian arxan,1.0
2860,apperture,apperture,1.0
2861,appextremes llc dba conga,activation management llc dba,0.907563025210084
2862,apple,apple,1.0
2863,apple retail france eurl,apple,0.7665903890160183
2864,apple retail germany bv  co kg,aan bv,0.6329448036464861
2865,apple store,apple,0.867237687366167
2866,apple valley scale co,apple,0.6348395011245144
2867,apples  pears,apples  pears,1.0
2868,apples and pears,apples  pears,1.0
2869,appli rh,active rh conseil,0.875
2870,applications composites,aciturri composites slu,0.8510028653295129
2871,applichem gmbh,applichem gmbh,1.0
2872,applicit,applicit,1.0
2873,applicn,applicn,1.0
2874,applidium par fabernovel,applidium par fabernovel,1.0
2875,applied automation uk ltd,abb automation,0.5876662636033858
2876,applied computing  engineerin,applied automation uk ltd,0.6987193817264394
2877,applied computing  engineering ltd,applied automation uk ltd,0.7290431094372737
2878,applied graphene materials plc,applied automation uk ltd,0.6162736939435969
2879,applied industrial technologies,abbey industrial solutions ltd,0.5588615782664942
2880,applied it,advance it solutions ltd,0.5948403485070342
2881,applied radio labs,applied automation uk ltd,0.6234115573694463
2882,applied technical services inc,applied automation uk ltd,0.563758389261745
2883,applied technical services inc,applied automation uk ltd,0.563758389261745
2884,applied technologies internet,applied automation uk ltd,0.865979381443299
2885,appliedit s.l,ab servicios selecta espaãâa s.l,0.9236111111111112
2886,appligent inc,appligent inc,1.0
2887,applus,applus,1.0
2888,appluslaboratories,appluslaboratories,1.0
2889,appotronics co ltd,appotronics co ltd,1.0
2890,apps,apps,1.0
2891,apps2com,apps2com,1.0
2892,appsoft technologies gmbh,appsoft technologies gmbh,1.0
2893,appstud,appstud,1.0
2894,appsys ict group,acreo swedish ict ab,0.7659574468085105
2895,apptio inc,apptio inc,1.0
2896,appurity limited,appurity limited,1.0
2897,appzen inc,appzen inc,1.0
2898,apqualifizierung gmbh,apqualifizierung gmbh,1.0
2899,apr,apr,1.0
2900,apr assistance programmation,apr,0.5560747663551402
2901,aprc,aprc,1.0
2902,aprenda2 servicos de idiomas,ab servicos selecta espana slu,0.5849056603773585
2903,aprile project spa,agustawestland spa,0.7854000159165065
2904,aprint,aprint,1.0
2905,apriori,apriori,1.0
2906,apriori technologies inc,apriori,1.0
2907,aprodeas,aprodeas,1.0
2908,aprolis,aprolis,1.0
2909,aps,andreas krog medier aps,1.0
2910,aps  arbeitsmittelprãfung service,ab engineering mechanical service division limited,0.7688834867164438
2911,aps arbeitsrechtliche,andreas krog medier aps,0.9322314049586777
2912,aps gmbh,andreas krog medier aps,1.0
2913,aps hoeck gmbh,andreas krog medier aps,0.9355932203389831
2914,aps squadron patches bv,aan bv,0.7426160337552742
2915,apsac,apsac,1.0
2916,apshyde,apshyde,1.0
2917,apside,apside,1.0
2918,apsolut gmbh,apsolut gmbh,1.0
2919,apsys,apsys,1.0
2920,apsys risk engineering gmbh,active risk group,0.5716232173676083
2921,apsys sas,apsys,1.0
2922,apsystems gmbh,apsystems gmbh,1.0
2923,apt presentations,apt presentations,1.0
2924,apt showfreight shanghai co ltd,alixpartners shanghai,0.6327554744525548
2925,apt solutions,apt presentations,1.0
2926,apth,apth,1.0
2927,aptie,aptie,1.0
2928,aptima inc,aptima inc,1.0
2929,aptt,aptt,1.0
2930,aptt ltd,aptt,1.0
2931,apttus corporation,aai corporation,0.9314830875975716
2932,apur energie,ago ag energie anlagen,0.7830092118730808
2933,apur energie sarl,ago ag energie anlagen,0.7825536641438275
2934,apv personal service gmbh,ab engineering mechanical service division limited,0.9289300888373889
2935,apworks,apworks,1.0
2936,apworks,apworks,1.0
2937,apworks gmbh,apworks,1.0
2938,apx,apx,1.0
2939,apx integration,acent integration,0.7530516109067152
2940,aqmo,aqmo,1.0
2941,aqmoissa,aqmoissa,1.0
2942,aqse conseil formation,a2com formation,0.5324384787472036
2943,aqsone,aqsone,1.0
2944,aqua parts  service gmbh,ab engineering mechanical service division limited,0.8543535396909816
2945,aqua plus gmbh,a plus,0.5882751609623856
2946,aqua technical services ltd,aachen technical and management,0.6062917063870352
2947,aqua vital gmbh,ab aqua medic gmbh,0.8617131062951496
2948,aquaconcept gmbh,aquaconcept gmbh,1.0
2949,aquacool ltd,aquacool ltd,1.0
2950,aqualenz,aqualenz,1.0
2951,aqualia gestion integral del agua,aguas del puerto empresa munic,0.39814345042634247
2952,aquapro2000 gmbh,aquapro2000 gmbh,1.0
2953,aquarãse industries,abscoa industries inc uniseal div,0.9467084639498433
2954,aquarese,aquarese,1.0
2955,aquarese by flow,aquarese,0.4538043478260869
2956,aquarese industries,abscoa industries inc uniseal div,0.8166089965397925
2957,aquaristik und aquarienplanbau,aquaristik und aquarienplanbau,1.0
2958,aquarse industries,abscoa industries inc uniseal div,0.9467084639498433
2959,aquatuning gmbh,aquatuning gmbh,1.0
2960,aquila,aquila,1.0
2961,aquila audiovisuel,abaques audiovisuel,0.5276967930029155
2962,aquinov,aquinov,1.0
2963,aquitaine,aquitaine,1.0
2964,aquitaine association,aquitaine,1.0
2965,aquitaine electronique,aquitaine,0.6495735992666463
2966,aquitaine isol entreprise,aquitaine,0.8523676880222841
2967,aquitaine maitrise doeuvre,aquitaine,0.8555240793201133
2968,aquitaine nettoyage serv,aquitaine,0.5511111111111112
2969,aquitaine plastique solutions,aquitaine,0.925984251968504
2970,ar agentuuri as,as schneider gastronomiekonzepte,0.8441558441558442
2971,ar amplifier research,ar agentuuri as,0.5147729291254662
2972,ar filtrationi,ar agentuuri as,0.9324055666003976
2973,ar france,ar agentuuri as,1.0
2974,ar systemes,ar agentuuri as,0.5571355851491815
2975,ar united kingdom,ar agentuuri as,0.6904400606980273
2976,ar united kingdom limited,ar agentuuri as,0.6684744164112237
2977,ara,ara,1.0
2978,ara hotel comfort,ao hotel and hostel,0.8407310704960835
2979,ara umweltmanagement gmbh,ara,0.8962962962962963
2980,arab american vehicles company,aiaa american institute of,0.6101333333333333
2981,arabella,arabella,1.0
2982,arabella hotel,ao hotel and hostel,0.9176081134889096
2983,arabella sheraton,arabella,0.7935483870967742
2984,arabian adventures,all star adventures dba,0.6494845360824743
2985,arabian exhibition management,aachen technical and management,0.8653479720533526
2986,arago gmbh,arago gmbh,1.0
2987,aragonehr,aragonehr,1.0
2988,aral,aral,1.0
2989,aral ag,aral,1.0
2990,aramark,aramark,1.0
2991,aramark gmbh,aramark,1.0
2992,aramark gmbh,aramark,1.0
2993,aramark gmbh rs,aramark,0.9276018099547512
2994,aramark limited,aramark,1.0
2995,aramark refreshment services,aramark,0.9459459459459459
2996,aramark service industries co,ab engineering mechanical service division limited,0.5935071746994173
2997,aramark servicios de catering,ab servicios selecta espaãâa s.l,0.4707304988957282
2998,aramark servicios de catering sl,ab servicios selecta espaãâa s.l,0.46310088016249146
2999,aramark uniform  career apparel llc,aramark,0.8678756476683938
3000,aramburu bodas norberto,aramburu bodas norberto,1.0
3001,aras,aras,1.0
3002,aras software,activestate software,0.8142346539415486
3003,aras software ag,activestate software,0.8057324840764332
3004,aras software sas,activestate software,0.793579565067311
3005,aratice,aratice,1.0
3006,araxe sa,araxe sa,1.0
3007,arbeit und leben,agentur fãr arbeit,0.7094542659492697
3008,arbeit und leben bielefeld e.v,agentur fãr arbeit,0.5730407652861227
3009,arbeit und leben bielefeld ev,agentur fãr arbeit,0.6430483407688077
3010,arbeit und leben bielefeld ev dgb,agentur fãr arbeit,0.6175011725422332
3011,arbeit und leben dgb vhs nrw ev,agentur fãr arbeit,0.613461806038681
3012,arbeit und leben dgbvhs nrw ev,agentur fãr arbeit,0.6457717967453938
3013,arbeit und leben ev,agentur fãr arbeit,0.7103785240930024
3014,arbeit und leben ev im ig,agentur fãr arbeit,0.6339508759488776
3015,arbeit und leben ndsnord ggmbh,agentur fãr arbeit,0.602277974449746
3016,arbeitgebergold,arbeitgebergold,1.0
3017,arbeitgebergold gmbh,arbeitgebergold,1.0
3018,arbeitgeberverband,arbeitgeberverband,1.0
3019,arbeitsbahnenservice michali,arbeitsbahnenservice michali,1.0
3020,arbeitsbhnenservice michalik,andreas michalik,0.7293577981651376
3021,arbeitsbuehnen buchtmann gmbh,arbeitsbuehnen buchtmann gmbh,1.0
3022,arbeitsgemeinschaft,aba arbeitsgemeinschaft fuer betrieb,1.0
3023,arbeitsgemeinschaft der,aippi  deutsche landesgruppe der aippi,0.627706405534094
3024,arbeitsgemeinschaft der in bayern,aippi  deutsche landesgruppe der aippi,0.4905782918930304
3025,arbeitsgemeinschaft deutscher,aba arbeitsgemeinschaft fuer betrieb,0.8454359612478891
3026,arbeitsgemeinschaft syndikusanwaelte,aba arbeitsgemeinschaft fuer betrieb,0.9534883720930233
3027,arbeitsgemeinschaft wasserwerk,aba arbeitsgemeinschaft fuer betrieb,0.9498970487302677
3028,arbeitsgemeinschaft wasserwerke,aba arbeitsgemeinschaft fuer betrieb,0.9502762430939227
3029,arbeitsgemeinschaft zeitwertkonten,aba arbeitsgemeinschaft fuer betrieb,0.9514426460239268
3030,arbeitsgericht oldenburg,akustikbãro oldenburg,0.7293577981651376
3031,arbeitsgruppe konaktiva gbr,at schmid gbr messeorganisation,0.8855547801814374
3032,arbeitskreis fuer arbeitssicherheit,arbeitskreis fuer arbeitssicherheit,1.0
3033,arbeitskreis produktionstechnik,arbeitskreis fuer arbeitssicherheit,0.5493646978021978
3034,arbeitsmedizin consulting,arbeitsmedizin consulting,1.0
3035,arbeitsmedizinischer dienst,arbeitsmedizinischer dienst,1.0
3036,arbeitsplatzergonomie vaupel,arbeitsplatzergonomie vaupel,1.0
3037,arbeitsplatzergonomieregele,arbeitsplatzergonomieregele,1.0
3038,arbeitsrechtskanzlei pfitzner,anwaltskanzlei pfitzner,0.7032520325203252
3039,arbeitsrechtssymposion passau,arbeitsrechtssymposion passau,1.0
3040,arbeitsschutzexpress gmbh,arbeitsschutzexpress gmbh,1.0
3041,arber seminare,aas seminare,0.7751824817518249
3042,arbil ltd,arbil ltd,1.0
3043,arbon equipment corp,a plus avionics corp,0.638121546961326
3044,arbor technology uk ltd,arbor technology uk ltd,1.0
3045,arbracam,arbracam,1.0
3046,arbracam production numãrique,arbracam,0.4711804681600806
3047,arbracam production numerique,arbracam,0.47314273897533987
3048,arbracam production numrique,arbracam,0.4711804681600806
3049,arbuma consulting gmbh,arbuma consulting gmbh,1.0
3050,arc,arc,1.0
3051,arc audio visual  it solutions ltd,arc,0.4254335248277586
3052,arc document solutions,arc,0.9538461538461539
3053,arc en ciel aventures,agencia de certificacion en innovac,0.4911660777385159
3054,arc en ciel environnement,arc,0.44581820099030095
3055,arc jacobs gmbh  co kg,arc,0.9523809523809523
3056,arc machines,arc,0.7777777777777778
3057,arc sas,arc,1.0
3058,arc42  dr gernot starke,arc42  dr gernot starke,1.0
3059,arcade gestion,actividades de mudanzas y gestion,0.808695652173913
3060,arcadia consulting,arcadia consulting,1.0
3061,arcadia consulting limited,arcadia consulting,1.0
3062,arcadie informatique,aec informatique,0.9168336673346693
3063,arcadis esg,arcadis esg,1.0
3064,arcam,arcam,1.0
3065,arcam ab,ab engineering mechanical service division limited,0.9435366674937086
3066,arcam uk,arcam,1.0
3067,arcane formation,a2com formation,0.9414893617021276
3068,arcat idf,arcat idf,1.0
3069,arcesi,arcesi,1.0
3070,arcesi academy,academy,0.7003075202683813
3071,arcesi idf,arcesi,0.6649550706033376
3072,arcesi occitanie,arcesi,0.5299145299145299
3073,archãologisches bãro,archãologisches bãro,1.0
3074,archaeofirm  archãologische,archaeofirm  archãologische,1.0
3075,archaeofirm  archologische,archaeofirm  archãologische,0.6666666666666666
3076,archaeologiezentrum gmbh,archaeologiezentrum gmbh,1.0
3077,archant community media,a2b global media,0.9116234390009607
3078,arche si,arche si,1.0
3079,arche si occitanie,arche si,0.622376311844078
3080,arche si paca,arche si,0.8901734104046243
3081,archery,archery,1.0
3082,archery consulting,archery,1.0
3083,archery strategy consulting,archery,0.7206132879045997
3084,archi si,arche si,0.810344827586207
3085,archicrea dp,archicrea dp,1.0
3086,archimedes facilitymanagement,archimedes facilitymanagement,1.0
3087,archimedes facilitymanagement gmbh,archimedes facilitymanagement,1.0
3088,archimedes technik gmbh,allmech  technik fãr industrie  schiffahrt,0.6821417517796348
3089,architecte dpig marc raymond,architecte dpig marc raymond,1.0
3090,architectes khorsi ordonneaud,architectes khorsi ordonneaud,1.0
3091,architectural design collabortative,activium information design,0.934453781512605
3092,architecture center,accessory fulfillment center llc,0.8781294284364667
3093,architecture center ltd,accessory fulfillment center llc,0.8587051618547681
3094,architektengruppe rosengartpartner gbr,at schmid gbr messeorganisation,0.8855547801814374
3095,architektenkammer badenwuerttemberg,architektenkammer badenwuerttemberg,1.0
3096,architektenkammer der freien hansestadt bremen,aippi  deutsche landesgruppe der aippi,0.6772575022216145
3097,architektenkammer niedersachsen,architektenkammer badenwuerttemberg,0.7889763779527559
3098,architekturbãro joseph pfoederl,architekturbãro joseph pfoederl,1.0
3099,architekturbãro schãnbauer,architekturbãro joseph pfoederl,0.7846153846153846
3100,architekturbãro vogt,architekturbãro joseph pfoederl,0.792
3101,architekturbro schnbauer,architekturbro schnbauer,1.0
3102,architekturbuero,architekturbuero,1.0
3103,architekturbuero joseph pfoederl,architekturbãro joseph pfoederl,0.7096745286400459
3104,archologisches bro,archologisches bro,1.0
3105,archon bock  hoeppner gbr,at schmid gbr messeorganisation,0.8580645161290322
3106,archway electrical,abb electrical products,0.8016806722689076
3107,archway electrical ltd,abb electrical products,0.7878242074927955
3108,arcm,arcm,1.0
3109,arco atholl ltd,arco atholl ltd,1.0
3110,arco ltd,arco atholl ltd,1.0
3111,arco professional safety services,arco atholl ltd,0.46141049060542805
3112,arco professional safety services ltd,arco atholl ltd,0.4729029080280238
3113,arco soluciones y disenos sl,arco atholl ltd,0.5778621812262615
3114,arconic,arconic,1.0
3115,arconic  fairchild fasteners,arconic,0.650692225772098
3116,arconic extrusions hannover,arconic,0.8376237623762376
3117,arconic fastening systems  rings,arconic,0.7902287517254979
3118,arconic fixations simmond sas,arconic,0.7922963986527333
3119,arconic fixations simmonds sas,arconic,0.7558831484987828
3120,arconic forging  extrusions,arconic,0.8232790253926316
3121,arconic global rolled products,arconic,0.35582020884465265
3122,arconic manufacturing gb ltd,arconic,0.600470035252644
3123,arcor,arcor,1.0
3124,arcos,arcos,1.0
3125,arcos sa,arcos,1.0
3126,arcox,arcox,1.0
3127,arctic scaffolding,arctic scaffolding,1.0
3128,arctic scaffolding co,arctic scaffolding,1.0
3129,arcus elektrotechnik,arcus elektrotechnik,1.0
3130,ard contracting inc,ajs contracting,0.5365853658536586
3131,ard zdf deutschlandradio,ard contracting inc,0.6099585062240663
3132,arden dies ltd,arden dies ltd,1.0
3133,arden photonics ltd,arden dies ltd,0.808695652173913
3134,arden plast,arden dies ltd,0.7935483870967742
3135,ardennpac,ardennpac,1.0
3136,ardes,ardes,1.0
3137,ardetem sfere,ardetem sfere,1.0
3138,area etude nantes,adecco france  nantes,0.6274664561957379
3139,area etudes nantes,adecco france  nantes,0.6272920759659464
3140,area sdad coop,area etude nantes,0.7073170731707318
3141,arealti,arealti,1.0
3142,areas,areas,1.0
3143,areffekt,areffekt,1.0
3144,arelis,arelis,1.0
3145,arena event services inc,afr event furnishings,0.5766423357664234
3146,arena le cosmopolitain,arena le cosmopolitain,0.5647058823529412
3147,arena one gastronomie gmbh,arena event services inc,0.4351891506067095
3148,arena one gmbh,arena event services inc,0.5480461024346996
3149,arenal torreplata sl,arenal torreplata sl,1.0
3150,ares,ares,1.0
3151,ares capital,active capital management gmbh,0.6727272727272726
3152,arest,arest,1.0
3153,aresys,aresys,1.0
3154,aresys srl,aea srl,0.8050215770890546
3155,areva,areva,1.0
3156,areva gmbh,areva,1.0
3157,areva ta,acra control ltd ta curtiss wright,0.5633347511697151
3158,arevo,arevo,1.0
3159,arevo inc,arevo,1.0
3160,arex gmbh,arex gmbh,1.0
3161,arg,arg,1.0
3162,arg europe ltd,aapg europe trading ltd,0.8629441624365483
3163,argãelles servicios graficos,ab servicios selecta espaãâa s.l,0.8666666666666667
3164,argantec sl,argantec sl,1.0
3165,arge h202  apron 2 mbnfreytag,arge h202  apron 2 mbnfreytag,0.6429192006950478
3166,arge hallenbau roxeler ingges,arge h202  apron 2 mbnfreytag,0.8181818181818182
3167,arge industrial waste solution,abbey industrial solutions ltd,0.42460854568083645
3168,arge industrial waste solutions,abbey industrial solutions ltd,0.5115893044011691
3169,arge mbn,arge h202  apron 2 mbnfreytag,0.9197080291970803
3170,arge neubau h210,arge h202  apron 2 mbnfreytag,0.8314176245210728
3171,arge waste solution,arge h202  apron 2 mbnfreytag,0.6082262210796915
3172,argelles servicios graficos,ab servicios selecta espaãâa s.l,0.8666666666666667
3173,argillos,argillos,1.0
3174,argo travel group,afea travel and tourism sa,0.8555240793201133
3175,argon,argon,1.0
3176,argon consulting,argon,1.0
3177,argon measuring solutions,argon,0.8012048192771084
3178,argon measuring solutions nv,advionics nv,0.5571491292258159
3179,argosim,argosim,1.0
3180,argus der presse ag,aippi  deutsche landesgruppe der aippi,0.8249066847641671
3181,argus fluidtechnik gmbh,argus der presse ag,0.7688172043010753
3182,argyma,argyma,1.0
3183,arhmonia,arhmonia,1.0
3184,ari armaturen albert richter,albert fezer maschinenfabrik gmbh,0.6546130449476175
3185,arial assurances,arial assurances,1.0
3186,ariarmaturen albert richter,albert fezer maschinenfabrik gmbh,0.7637165663072398
3187,ariat,ariat,1.0
